x,Meas
-8.318318318318319,7.734498869026466e-10
-8.298298298298299,1.8468209300473144e-09
-8.278278278278279,1.0363879940586643e-11
-8.258258258258259,3.3090565136698498e-09
-8.238238238238239,1.6749251117672024e-09
-8.218218218218219,1.0519274821099184e-09
-8.198198198198199,2.71208348024635e-09
-8.178178178178179,6.227625381500798e-10
-8.158158158158159,3.2060225685791123e-09
-8.138138138138139,1.949084415803949e-09
-8.118118118118119,3.436835014392525e-09
-8.098098098098099,6.167657209906098e-09
-8.078078078078079,5.34892393548422e-09
-8.058058058058059,8.582075719465929e-09
-8.038038038038039,2.519314850185934e-10
-8.018018018018019,5.213212474144888e-09
-7.997997997997998,4.629677273771819e-09
-7.977977977977978,2.29889806393615e-09
-7.957957957957958,8.917368921008521e-09
-7.937937937937938,1.3564944148727031e-08
-7.917917917917918,4.336343425300853e-09
-7.897897897897898,4.944464103285899e-09
-7.877877877877878,2.3823520677403652e-08
-7.857857857857858,2.1480163274960765e-08
-7.837837837837838,7.898166714152537e-09
-7.817817817817818,1.7681269926249812e-08
-7.797797797797798,2.273828349847386e-08
-7.777777777777778,1.6137464298412255e-08
-7.757757757757758,2.251439513768744e-08
-7.737737737737738,1.5087085219293474e-08
-7.717717717717718,1.3055091318370746e-08
-7.697697697697698,3.336637011181733e-08
-7.677677677677678,1.1372219120930405e-08
-7.657657657657658,6.440057148274042e-08
-7.637637637637638,7.383781288301714e-08
-7.617617617617618,4.099487572217682e-08
-7.597597597597598,8.403467192439146e-08
-7.5775775775775776,5.711971669674775e-08
-7.5575575575575575,9.472312481223368e-08
-7.5375375375375375,1.0742743362920503e-07
-7.5175175175175175,3.717460389206977e-09
-7.4974974974974975,1.0680175534890354e-07
-7.4774774774774775,7.020318408017386e-10
-7.4574574574574575,1.69832795861987e-07
-7.4374374374374375,1.4302834447942616e-07
-7.4174174174174174,2.318898832302426e-09
-7.397397397397397,8.579457327686571e-08
-7.377377377377377,9.469755991336569e-08
-7.357357357357357,1.1464212515537005e-07
-7.337337337337337,1.890180275471599e-07
-7.317317317317317,2.9262141387006936e-07
-7.297297297297297,1.6758600004922688e-07
-7.277277277277277,4.186427666634717e-07
-7.257257257257257,3.739238322562463e-07
-7.237237237237237,1.416661861053682e-07
-7.217217217217217,2.681939012405523e-07
-7.197197197197197,4.169327488420785e-07
-7.177177177177177,4.046252062886683e-07
-7.157157157157157,4.980079697857027e-07
-7.137137137137137,5.05782450146439e-07
-7.117117117117117,7.377870183192464e-07
-7.097097097097097,7.5466385023941e-07
-7.077077077077077,3.325228547327988e-07
-7.057057057057057,7.807369054700403e-08
-7.037037037037037,1.0116825347535605e-06
-7.017017017017017,5.797210314658415e-07
-6.996996996996997,6.234396551199201e-07
-6.976976976976977,1.3343562692448422e-06
-6.956956956956957,4.762751373283785e-07
-6.936936936936937,1.269487004658912e-07
-6.916916916916917,1.823708768880514e-06
-6.896896896896897,1.7738297946483291e-06
-6.876876876876877,1.2779992588913895e-06
-6.856856856856857,1.2210937102489223e-06
-6.836836836836837,2.975869350704212e-06
-6.816816816816817,2.077554690556929e-06
-6.796796796796797,3.429906111479903e-06
-6.776776776776776,5.703412688055661e-07
-6.756756756756756,1.138947852177931e-06
-6.736736736736736,4.955053631653973e-07
-6.716716716716716,8.972465050250533e-07
-6.696696696696696,3.0792789554880204e-07
-6.676676676676676,2.2035234341809953e-07
-6.656656656656656,1.5029434942633547e-06
-6.636636636636636,4.0558030770686455e-06
-6.616616616616616,4.021893846198512e-06
-6.596596596596596,4.925287937492059e-06
-6.576576576576576,6.526880710572368e-06
-6.556556556556556,2.87245762081664e-06
-6.536536536536536,6.9755746098064265e-06
-6.516516516516516,7.989574732113303e-06
-6.496496496496496,5.446759666625047e-07
-6.476476476476476,9.442555577008417e-06
-6.456456456456456,6.15136134276334e-07
-6.436436436436436,1.4469319126930045e-05
-6.416416416416416,7.213766102925411e-06
-6.396396396396396,1.7569035001786074e-05
-6.376376376376376,1.7173785193725384e-05
-6.356356356356356,1.669704413240149e-05
-6.336336336336336,1.9383328332706588e-05
-6.316316316316316,1.4685437779788973e-05
-6.296296296296296,1.3187203160391282e-05
-6.276276276276276,1.9940363173272565e-05
-6.256256256256256,2.9463829526243833e-05
-6.236236236236236,3.5205470506843915e-07
-6.216216216216216,1.7416536334043066e-05
-6.196196196196196,2.748485610758887e-05
-6.176176176176176,1.792327515861178e-05
-6.156156156156156,4.205872973375226e-05
-6.136136136136136,1.4372474399227776e-05
-6.116116116116116,3.5133604135267404e-05
-6.096096096096096,1.5921019774909377e-05
-6.076076076076076,9.246174062605181e-06
-6.056056056056056,2.813341068737603e-05
-6.036036036036036,5.366403236347101e-05
-6.016016016016016,3.579421911050818e-05
-5.995995995995996,6.286883624469927e-05
-5.975975975975976,3.064932314160829e-06
-5.955955955955956,2.249695394191107e-05
-5.935935935935936,7.093818348745662e-05
-5.915915915915916,9.312127952016657e-05
-5.895895895895896,0.00011655627964929199
-5.875875875875876,6.257046626721432e-05
-5.8558558558558556,4.7793233654192316e-05
-5.8358358358358355,0.00010451988889296632
-5.8158158158158155,0.00012180161848278054
-5.7957957957957955,1.7722350649196566e-05
-5.7757757757757755,1.0466583640411817e-05
-5.7557557557557555,3.774848459428732e-05
-5.7357357357357355,1.1111720581824077e-05
-5.7157157157157155,9.13031759480258e-05
-5.6956956956956954,0.00011072880157171643
-5.675675675675675,0.0001959561209234437
-5.655655655655655,0.00019847496555877613
-5.635635635635635,0.00011468654298234162
-5.615615615615615,0.0003035652073834728
-5.595595595595595,0.00023301282255358278
-5.575575575575575,1.263766834699519e-05
-5.555555555555555,0.0001602684650002963
-5.535535535535535,0.00013608000593256196
-5.515515515515515,0.00010003207049310663
-5.495495495495495,7.885441401947936e-05
-5.475475475475475,0.0002705076717097936
-5.455455455455455,8.253896197876809e-05
-5.435435435435435,0.00010244959083867202
-5.415415415415415,0.00023381178459333697
-5.395395395395395,0.00015811102477236664
-5.375375375375375,0.0004928891932260836
-5.355355355355355,0.0003352569849289365
-5.335335335335335,0.0005807411850025797
-5.315315315315315,0.0004057918884438976
-5.295295295295295,4.1894838097267634e-05
-5.275275275275275,0.00039927678795010263
-5.255255255255255,0.000215809413703145
-5.235235235235235,0.0001796496136722841
-5.215215215215215,6.575381603497678e-05
-5.195195195195195,5.8893677312921617e-05
-5.175175175175175,0.0010155743813211452
-5.155155155155155,0.0009934544845098922
-5.135135135135135,0.0006435612697486451
-5.115115115115115,0.0006081314575337889
-5.095095095095095,0.0010072899919633179
-5.075075075075075,0.00025278959164937804
-5.055055055055055,0.00030056588248080705
-5.035035035035035,0.0006574318030676252
-5.015015015015015,0.0012729875558220854
-4.994994994994995,0.0007956740215696697
-4.974974974974975,0.0005405308752283465
-4.954954954954955,0.0017820040741091765
-4.934934934934935,0.001090707245870346
-4.914914914914915,0.0026427372789190016
-4.894894894894895,0.002565972318465996
-4.874874874874875,0.0014104823861532606
-4.854854854854855,0.0028517761981501815
-4.834834834834835,0.0032372202585674165
-4.814814814814815,0.0008631807347966034
-4.794794794794795,0.00033685780030287045
-4.774774774774775,0.0024513119795659326
-4.754754754754755,0.0009751815743693059
-4.734734734734735,0.0024801848332299007
-4.714714714714715,0.0013944271540002134
-4.694694694694695,0.002307481677410207
-4.674674674674675,0.004985368730563789
-4.654654654654655,0.004911683844684472
-4.634634634634635,0.0032736044769792654
-4.614614614614615,0.002561133796824378
-4.594594594594595,0.00215312953747276
-4.574574574574575,0.0032491595562237
-4.554554554554555,0.0032624085275377874
-4.534534534534535,0.0032681706876331535
-4.514514514514515,0.005211389759025759
-4.494494494494495,0.006736364099166378
-4.474474474474475,0.00850376620320826
-4.454454454454455,0.0024371543504442057
-4.434434434434435,0.005958478509021316
-4.414414414414415,0.0027030054362047096
-4.394394394394395,0.011066569700060105
-4.374374374374375,0.005112029049498104
-4.354354354354355,0.012062027332959779
-4.334334334334335,0.0030632175718084834
-4.314314314314315,0.007474687733924053
-4.2942942942942945,0.009917740274466392
-4.2742742742742745,0.010880680107525093
-4.2542542542542545,0.011825714330695108
-4.2342342342342345,0.011854143922588982
-4.2142142142142145,0.016440831721888143
-4.1941941941941945,0.01862897452055751
-4.1741741741741745,0.006824392967078224
-4.1541541541541545,0.015203831635327035
-4.134134134134134,0.012184124152680257
-4.114114114114114,0.010830421799473305
-4.094094094094094,0.010482698457593953
-4.074074074074074,0.028237213969131585
-4.054054054054054,0.021481819096200658
-4.034034034034034,0.030374006087614633
-4.014014014014014,0.018936835029575744
-3.9939939939939944,0.02820137320065056
-3.9739739739739743,0.03358106737798217
-3.9539539539539543,0.03630139181837411
-3.9339339339339343,0.021251233303969608
-3.9139139139139143,0.040453761939436214
-3.8938938938938943,0.04022167766033899
-3.8738738738738743,0.04973952607166389
-3.8538538538538543,0.03416828351492727
-3.8338338338338342,0.027282458481709917
-3.8138138138138142,0.05233897827055771
-3.7937937937937942,0.059389547573050754
-3.773773773773774,0.03871994714013248
-3.753753753753754,0.056391701110166254
-3.733733733733734,0.05877873109806263
-3.713713713713714,0.06126534562609099
-3.693693693693694,0.059761745143383976
-3.673673673673674,0.05825648962230523
-3.653653653653654,0.07772145326402218
-3.633633633633634,0.09364126219043875
-3.613613613613614,0.07836310447748575
-3.593593593593594,0.07861825019087501
-3.573573573573573,0.10244705246330615
-3.553553553553553,0.07397052688602468
-3.533533533533533,0.10531774124830068
-3.513513513513513,0.1268106085731026
-3.493493493493493,0.08463694067723247
-3.473473473473473,0.09479395171251481
-3.453453453453453,0.13840755953716738
-3.433433433433433,0.13588271499485388
-3.413413413413413,0.1308318240103945
-3.393393393393393,0.11554705076953174
-3.373373373373373,0.16036794318151443
-3.353353353353353,0.1308707279576956
-3.333333333333333,0.1883841685334858
-3.313313313313313,0.21073451942907145
-3.293293293293293,0.17012922376183026
-3.273273273273273,0.23883274721556028
-3.253253253253253,0.24066751244421342
-3.233233233233233,0.2527676970943187
-3.213213213213213,0.23024959057009237
-3.193193193193193,0.2689357711346482
-3.173173173173173,0.2518602431563263
-3.153153153153153,0.23473480603129812
-3.133133133133133,0.3176331772902997
-3.113113113113113,0.2837785774938938
-3.093093093093093,0.28404546687028687
-3.073073073073073,0.3510381315092181
-3.053053053053053,0.31761279640480405
-3.033033033033033,0.39889933534882915
-3.013013013013013,0.3526232738703238
-2.992992992992993,0.44335221833492244
-2.972972972972973,0.3870219008659743
-2.952952952952953,0.4850171141597522
-2.932932932932933,0.4730728930704947
-2.9129129129129128,0.4777057403977659
-2.8928928928928928,0.5144245621263498
-2.8728728728728727,0.5752540231170411
-2.8528528528528527,0.5676425542451302
-2.8328328328328327,0.5232730029065737
-2.8128128128128127,0.6413693764653243
-2.7927927927927927,0.6580612608513858
-2.7727727727727727,0.6240074003587014
-2.7527527527527527,0.6924250280906926
-2.7327327327327327,0.7635731032540278
-2.7127127127127126,0.7781146111809669
-2.6926926926926926,0.7772152859245562
-2.6726726726726726,0.8310939116781108
-2.6526526526526526,0.8226989773224656
-2.6326326326326326,0.9049879902471157
-2.6126126126126126,0.7992525807272998
-2.5925925925925926,0.9101164535679447
-2.5725725725725725,0.8794485700396599
-2.5525525525525525,0.9371591547729152
-2.5325325325325325,0.9185568674929696
-2.5125125125125125,1.1353539106125727
-2.4924924924924925,1.1742666162107078
-2.4724724724724725,1.08377029736287
-2.4524524524524525,1.1467054760690611
-2.4324324324324325,1.2435932609186098
-2.4124124124124124,1.264275401940586
-2.3923923923923924,1.2579006935571062
-2.3723723723723724,1.332902435921179
-2.3523523523523524,1.3979891567400777
-2.3323323323323324,1.46694810329821
-2.3123123123123124,1.4580084327760512
-2.2922922922922924,1.513333873476176
-2.2722722722722724,1.5063458328881583
-2.2522522522522523,1.4181479632932052
-2.2322322322322323,1.6326838863071649
-2.2122122122122123,1.6488129342980336
-2.1921921921921923,1.7254660367448889
-2.1721721721721723,1.7824424742701408
-2.1521521521521523,1.7206848338797973
-2.1321321321321323,1.7342326104093395
-2.1121121121121122,1.8021086151960943
-2.0920920920920922,1.9580865007849548
-2.0720720720720722,1.8462121957346829
-2.052052052052052,1.9022038626732802
-2.032032032032032,2.052504355533146
-2.012012012012012,1.9198066072439235
-1.9919919919919913,1.9072791262737738
-1.9719719719719713,2.1908933029014874
-1.9519519519519513,2.130805393788675
-1.9319319319319312,2.2292907031847013
-1.9119119119119112,2.1215080360939034
-1.8918918918918912,2.0663777235050067
-1.8718718718718712,2.2588278715034225
-1.8518518518518512,2.3328419579445154
-1.8318318318318312,2.1970112727993865
-1.8118118118118112,2.40747577137732
-1.7917917917917912,2.3861893689696485
-1.7717717717717711,2.487159232727357
-1.7517517517517511,2.5370983652973353
-1.7317317317317311,2.4649330151840574
-1.711711711711711,2.4291379134236757
-1.691691691691691,2.3868638760213696
-1.671671671671671,2.446775484614841
-1.651651651651651,2.52095470149541
-1.631631631631631,2.6700073726722406
-1.611611611611611,2.477475312988548
-1.591591591591591,2.443425676301372
-1.571571571571571,2.7326503323402824
-1.551551551551551,2.7552890849825653
-1.531531531531531,2.4820031268016556
-1.511511511511511,2.7444915560781036
-1.491491491491491,2.597465077571085
-1.471471471471471,2.6543433328371293
-1.451451451451451,2.6729909805305097
-1.431431431431431,2.677842318400171
-1.411411411411411,2.7044338031479844
-1.391391391391391,2.600628240373465
-1.3713713713713709,2.668915190786293
-1.3513513513513509,2.580551189490793
-1.3313313313313309,2.650724788065736
-1.3113113113113108,2.581654534396637
-1.2912912912912908,2.6649441319475518
-1.2712712712712708,2.699953209750138
-1.2512512512512508,2.653129743704807
-1.2312312312312308,2.709976660256182
-1.2112112112112108,2.4511512620172446
-1.1911911911911908,2.699074188272099
-1.1711711711711708,2.6485975372438593
-1.1511511511511507,2.407464939173807
-1.1311311311311307,2.3622869753972195
-1.1111111111111107,2.5685748756154374
-1.0910910910910907,2.421506222497136
-1.0710710710710707,2.3674920615415385
-1.0510510510510507,2.5073520476607065
-1.0310310310310307,2.459130838069578
-1.0110110110110107,2.2324368470284797
-0.9909909909909906,2.4317411942570732
-0.9709709709709706,2.2780728556140897
-0.9509509509509506,2.208206948458825
-0.9309309309309306,2.300212306567967
-0.9109109109109106,2.3545619755253626
-0.8908908908908906,2.126413242178969
-0.8708708708708706,2.01507171264047
-0.8508508508508505,2.1452050181402917
-0.8308308308308305,2.0039784774821374
-0.8108108108108105,1.9650877461739134
-0.7907907907907905,2.1244764438910106
-0.7707707707707705,2.0029512949735793
-0.7507507507507505,1.896721930805108
-0.7307307307307305,1.863338605817138
-0.7107107107107105,1.8954494567866416
-0.6906906906906904,1.8058386741796535
-0.6706706706706704,1.8840428651111993
-0.6506506506506504,1.8426144257275958
-0.6306306306306304,1.6106490038184622
-0.6106106106106104,1.7052302156985686
-0.5905905905905904,1.6576815863652732
-0.5705705705705704,1.646917246855514
-0.5505505505505504,1.588059400482256
-0.5305305305305303,1.545047982383787
-0.5105105105105103,1.412479429289218
-0.4904904904904903,1.3809577013513823
-0.4704704704704703,1.401217793266866
-0.4504504504504503,1.369460329116013
-0.4304304304304303,1.3195676544635535
-0.41041041041041026,1.230336397928747
-0.39039039039039025,1.1663657822322062
-0.37037037037037024,1.1392812363007268
-0.3503503503503502,1.19407998837322
-0.3303303303303302,1.1814039192559491
-0.3103103103103102,1.0042089381051005
-0.2902902902902902,1.0834619531040106
-0.2702702702702702,1.0136017233638517
-0.25025025025025016,1.0379731505435492
-0.23023023023023015,0.9437947098555313
-0.21021021021021014,0.9565943605417292
-0.19019019019019012,0.9117706445316236
-0.1701701701701701,0.8851064720108782
-0.1501501501501501,0.7535686132768993
-0.13013013013013008,0.8618376794057252
-0.11011011011011007,0.6997841070608458
-0.09009009009009006,0.690589429765175
-0.07007007007007005,0.7406718781779464
-0.05005005005005003,0.7165449485302924
-0.03003003003003002,0.602969787946376
-0.010010010010010006,0.6907787195160393
0.010010010010010006,0.6198704159762302
0.03003003003003002,0.569298106490738
0.05005005005005003,0.5724905257251968
0.07007007007007005,0.4688694693369652
0.09009009009009006,0.46082665330408223
0.11011011011011007,0.5313708721828461
0.13013013013013008,0.4396750713417747
0.1501501501501501,0.489789755726361
0.1701701701701701,0.4247838958705753
0.19019019019019012,0.37299946928682265
0.21021021021021014,0.4170825137559342
0.23023023023023015,0.3991757515530074
0.25025025025025016,0.3344517563322789
0.2702702702702702,0.32044242112273336
0.2902902902902902,0.299698792559822
0.3103103103103102,0.2713680935705363
0.3303303303303302,0.2579374744821641
0.3503503503503502,0.2318333769607151
0.37037037037037024,0.27677197671105913
0.39039039039039025,0.28920795051741255
0.41041041041041026,0.23542690133778282
0.4304304304304303,0.21063839479918894
0.4504504504504503,0.20798974154048439
0.4704704704704703,0.18119165693599756
0.4904904904904903,0.16348118966274994
0.5105105105105103,0.18635923720063285
0.5305305305305303,0.15956619782354114
0.5505505505505504,0.18357508400495012
0.5705705705705704,0.17788519371223066
0.5905905905905904,0.15453534996927393
0.6106106106106104,0.14627301657963346
0.6306306306306304,0.10182769376929118
0.6506506506506504,0.1293256964330382
0.6706706706706704,0.10915980475726217
0.6906906906906904,0.12550432713569581
0.7107107107107105,0.1233017797011324
0.7307307307307305,0.10662501497800457
0.7507507507507505,0.07119316473609458
0.7707707707707705,0.11219901154873113
0.7907907907907905,0.06293357676308389
0.8108108108108105,0.09637739185893815
0.8308308308308305,0.0946367544082119
0.8508508508508505,0.08956596562231584
0.8708708708708706,0.05028461977002293
0.8908908908908906,0.07261058186244326
0.9109109109109106,0.06346261521273884
0.9309309309309306,0.06581521445800173
0.9509509509509506,0.05340508898816409
0.9709709709709706,0.04210719250015563
0.9909909909909906,0.06193467935164432
1.0110110110110107,0.028977041279955935
1.0310310310310307,0.033928818690844985
1.0510510510510507,0.024864291605869573
1.0710710710710707,0.04820441926238325
1.0910910910910907,0.020200853894298525
1.1111111111111107,0.025145798565995955
1.1311311311311307,0.02472893407569212
1.1511511511511507,0.021037671618505265
1.1711711711711708,0.03670057479293984
1.1911911911911908,0.024046310752889807
1.2112112112112108,0.012472027172423971
1.2312312312312308,0.030173074183474872
1.2512512512512508,0.01814896532225826
1.2712712712712708,0.011399940108997959
1.2912912912912908,0.010292300416159635
1.3113113113113108,0.01672813741209183
1.3313313313313309,0.01084359937701507
1.3513513513513509,0.014799395680908035
1.3713713713713709,0.013952008571250259
1.391391391391391,0.016228635088693336
1.411411411411411,0.012737876936853965
1.431431431431431,0.013752470096807011
1.451451451451451,0.016209416574409392
1.471471471471471,0.004648570602262227
1.491491491491491,0.008773508881600698
1.511511511511511,0.008997852077741094
1.531531531531531,0.013206535050591495
1.551551551551551,0.007405460900364349
1.571571571571571,0.002777246005208697
1.591591591591591,0.005355007645905377
1.611611611611611,0.010713864691146876
1.631631631631631,0.00824271708947817
1.651651651651651,0.002299366604363237
1.671671671671671,0.007881165385650962
1.691691691691691,0.002980424827992833
1.711711711711711,0.005177764518825888
1.7317317317317311,0.0038121909491363407
1.7517517517517511,0.0038756505287158394
1.7717717717717711,0.0020095499434840043
1.7917917917917912,0.0037080903982566146
1.8118118118118112,0.0016591792292381137
1.8318318318318312,0.0016840831838124569
1.8518518518518512,0.0036422229613608907
1.8718718718718712,0.0033556866242828417
1.8918918918918912,0.004630267125587463
1.9119119119119112,0.002823991616343166
1.9319319319319312,0.003689628211037667
1.9519519519519513,0.002521756176774818
1.9719719719719713,0.0006784400200322042
1.9919919919919913,0.0007183901414679581
2.0120120120120113,0.0027267497701309418
2.0320320320320313,0.0026820866560371723
2.0520520520520513,0.001820070931225469
2.0720720720720713,0.0007038260477074819
2.0920920920920913,0.0012214457562428453
2.1121121121121114,0.0006067668590155509
2.1321321321321314,0.0018311743288081054
2.1521521521521514,0.00017474371343562058
2.1721721721721714,0.0004476186624627225
2.1921921921921914,0.001260446603349312
2.2122122122122114,0.0017359668106567282
2.2322322322322314,0.001742948824892159
2.2522522522522515,0.0006602828557183293
2.2722722722722715,0.0015290941829941705
2.2922922922922915,0.0007520948279441455
2.3123123123123115,0.0014164795296157193
2.3323323323323315,0.0004559071616886084
2.3523523523523515,0.000418746694134594
2.3723723723723715,0.0011645994094574448
2.3923923923923915,0.00013963737747348185
2.4124124124124116,0.0001092089563227781
2.4324324324324316,0.0009356742987784946
2.4524524524524516,0.000501612861565561
2.4724724724724716,0.0001631259166461384
2.4924924924924916,0.00044797709436954507
2.5125125125125116,0.0006339157357642955
2.5325325325325316,0.0007328039565696102
2.5525525525525516,0.00014724048577785222
2.5725725725725717,2.1225849995650722e-05
2.5925925925925917,0.00022435017526315642
2.6126126126126117,0.0003023391735593046
2.6326326326326317,0.0005295979894918641
2.6526526526526517,0.00046011355891818247
2.6726726726726717,9.134042484071898e-05
2.6926926926926917,0.000137275307135379
2.7127127127127117,0.00032907146282030075
2.7327327327327318,4.752158012588246e-05
2.7527527527527518,5.7231037859856324e-05
2.772772772772772,3.172941728712777e-06
2.792792792792792,0.0001733001137326076
2.812812812812812,0.00011037397038431709
2.8328328328328336,0.0002791326029983336
2.8528528528528536,0.00012084415490996021
2.8728728728728736,4.974186848493968e-05
2.8928928928928936,0.00020439419171426683
2.9129129129129137,0.00013145585985733642
2.9329329329329337,7.632314167353133e-05
2.9529529529529537,0.00016374452602457295
2.9729729729729737,0.0001386432441050166
2.9929929929929937,8.714207690250574e-05
3.0130130130130137,0.00012989983504645738
3.0330330330330337,0.0001434127813260148
3.0530530530530537,9.87537478384307e-05
3.0730730730730738,0.00010978474004800132
3.0930930930930938,4.469783652061861e-05
3.113113113113114,1.370183499752163e-05
3.133133133133134,3.592073362881164e-05
3.153153153153154,6.900797450977836e-05
3.173173173173174,7.70034205529191e-05
3.193193193193194,2.7223943232907077e-05
3.213213213213214,3.301381432853547e-05
3.233233233233234,6.0429237297791965e-05
3.253253253253254,2.5545121885392282e-05
3.273273273273274,5.1650314762144065e-05
3.293293293293294,1.9118225649938532e-05
3.313313313313314,2.014913225516462e-06
3.333333333333334,2.161566715428068e-05
3.353353353353354,3.839341207381588e-05
3.373373373373374,7.901010737640973e-06
3.393393393393394,2.1766686980047093e-05
3.413413413413414,3.0944086839216354e-05
3.433433433433434,2.8238924456159017e-05
3.453453453453454,3.182778387096783e-05
3.473473473473474,1.0851117015542343e-05
3.493493493493494,5.102651848672215e-06
3.513513513513514,1.679724118559419e-05
3.533533533533534,1.4096750806919718e-05
3.553553553553554,1.5680601828845604e-06
3.573573573573574,1.0388061042834444e-05
3.593593593593594,8.395949609169854e-06
3.613613613613614,1.0625638556818891e-05
3.633633633633634,1.2009067038497034e-05
3.653653653653654,4.6300271040912515e-06
3.673673673673674,8.227408316426957e-06
3.693693693693694,1.1310827889755101e-05
3.713713713713714,4.024651642555672e-06
3.733733733733734,1.9522657678150383e-06
3.753753753753754,7.078861784056107e-06
3.773773773773774,2.7293892576986416e-06
3.7937937937937942,5.239720415408377e-06
3.8138138138138142,4.863519830499478e-06
3.8338338338338342,5.583872084144576e-06
3.8538538538538543,2.090448232001904e-06
3.8738738738738743,3.134747852961992e-06
3.8938938938938943,1.2982776514424575e-06
3.9139139139139143,2.9602394352004936e-06
3.9339339339339343,3.7384634677066622e-06
3.9539539539539543,4.182797121181507e-06
3.9739739739739743,2.7630067536282103e-06
3.9939939939939944,1.786225684591824e-06
4.014014014014014,9.022848801703544e-07
4.034034034034034,1.697536246463546e-06
4.054054054054054,1.4949653440097512e-06
4.074074074074074,6.970499913185176e-07
4.094094094094094,2.2915802796827835e-06
4.114114114114114,3.7957708378938317e-07
4.134134134134134,1.2248503662247152e-06
4.1541541541541545,1.1418948549707599e-06
4.1741741741741745,9.048660850752966e-07
4.1941941941941945,1.0014007867773596e-06
4.2142142142142145,1.3198707040740388e-06
4.2342342342342345,2.2942934776381492e-07
4.2542542542542545,2.1453101687632714e-07
4.2742742742742745,2.1812364633971563e-07
4.2942942942942945,4.251780273498775e-07
4.314314314314315,8.39140489887678e-07
4.334334334334335,6.052394469613226e-07
4.354354354354355,7.164287077024231e-07
4.374374374374375,3.691615263470336e-07
4.394394394394395,9.010247715965547e-08
4.414414414414415,2.2126583350413068e-07
4.434434434434435,2.7734111503283983e-07
4.454454454454455,2.055497654859274e-07
4.474474474474475,3.492804124203576e-07
4.494494494494495,1.9980700363648382e-07
4.514514514514515,3.2607490907816275e-07
4.534534534534535,1.428023680097984e-07
4.554554554554555,1.4186699244420235e-07
